VENDOR,CLUSTER_AREA,SITE_NAME,SITE_DESCRIPTION,CELLNAME,LATITUDE,LONGITUDE,AZIMUTH,TECH,CARRIER,ACTSTATUS,FWA_SITE,GOLDEN_SITE
NOKIA,Waikato,SITE_489,Hautapu,MHAUJ1_L,-37.85764,175.447876,20,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_489,Hautapu,MHAUJ1_J,-37.85764,175.447876,20,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_502,Penrose East,APETA1_J,-36.915852,174.823761,70,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_489,Hautapu,MHAUJ2_J,-37.85764,175.447876,140,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_489,Hautapu,MHAUJ3_J,-37.85764,175.447876,260,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_489,Hautapu,MHAUJ2_L,-37.85764,175.447876,140,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_502,Penrose East,APETA2_J,-36.915852,174.823761,190,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_489,Hautapu,MHAUJ3_L,-37.85764,175.447876,260,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_502,Penrose East,APETA3_J,-36.915852,174.823761,330,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_490,Havelock,SHAVJ1_L,-41.295751,173.748969,50,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_502,Penrose East,APETA1_L,-36.915852,174.823761,70,FDD,L1800,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_490,Havelock,SHAVJ2_L,-41.295751,173.748969,170,FDD,L1800,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_490,Havelock,SHAVJ1_J,-41.295751,173.748969,50,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_490,Havelock,SHAVJ2_J,-41.295751,173.748969,170,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_502,Penrose East,APETA2_L,-36.915852,174.823761,190,FDD,L1800,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_490,Havelock,SHAVJ3_J,-41.295751,173.748969,290,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_490,Havelock,SHAVJ3_L,-41.295751,173.748969,290,FDD,L1800,ACTIVE,NO,NO
NOKIA,Hastings,SITE_491,Havelock North Exchange,CHVKJ1_J,-39.66844,176.876248,80,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_502,Penrose East,APETA3_L,-36.915852,174.823761,330,FDD,L1800,ACTIVE,NO,NO
NOKIA,Hastings,SITE_491,Havelock North Exchange,CHVKJ2_J,-39.66844,176.876248,200,FDD,L700,ACTIVE,NO,NO
NOKIA,Hastings,SITE_491,Havelock North Exchange,CHVKJ3_J,-39.66844,176.876248,320,FDD,L700,ACTIVE,NO,NO
NOKIA,Hastings,SITE_491,Havelock North Exchange,CHVKJ1_L,-39.66844,176.876248,80,FDD,L1800,ACTIVE,NO,NO
NOKIA,Hastings,SITE_491,Havelock North Exchange,CHVKJ2_L,-39.66844,176.876248,200,FDD,L1800,ACTIVE,NO,NO
NOKIA,Hastings,SITE_491,Havelock North Exchange,CHVKJ3_L,-39.66844,176.876248,320,FDD,L1800,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ2_M,-45.233771,170.786454,200,FDD,L2100,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_492,Hawera,CHWAJ1_J,-39.590139,174.285092,15,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_492,Hawera,CHWAJ2_J,-39.590139,174.285092,140,FDD,L700,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ3_M,-45.233771,170.786454,330,FDD,L2100,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_492,Hawera,CHWAJ3_J,-39.590139,174.285092,260,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_492,Hawera,CHWAJ1_L,-39.590139,174.285092,15,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_492,Hawera,CHWAJ2_L,-39.590139,174.285092,140,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_492,Hawera,CHWAJ3_L,-39.590139,174.285092,260,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_504,Hawera North West,CHNOJ1_J,-39.576768,174.273357,30,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_504,Hawera North West,CHNOJ2_J,-39.576768,174.273357,150,FDD,L700,ACTIVE,NO,NO
RCG,Northland,SITE_505,Herekino,RNLHRK023,-35.265656,173.226471,340,FDD,2D - L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_504,Hawera North West,CHNOJ3_J,-39.576768,174.273357,270,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_504,Hawera North West,CHNOJ1_L,-39.576768,174.273357,30,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_504,Hawera North West,CHNOJ2_L,-39.576768,174.273357,150,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_504,Hawera North West,CHNOJ3_L,-39.576768,174.273357,270,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_506,Hawera West,CHNRJ1_J,-39.591989,174.272982,0,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_506,Hawera West,CHNRJ2_J,-39.591989,174.272982,130,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_506,Hawera West,CHNRJ3_J,-39.591989,174.272982,240,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_506,Hawera West,CHNRJ1_L,-39.591989,174.272982,0,FDD,L1800,ACTIVE,NO,NO
VEND-2,CLUST-1,SITE_507,Oranga South,AORSF1_M,-36.915327,174.7917,45,FDD,L2100,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_506,Hawera West,CHNRJ2_L,-39.591989,174.272982,130,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_506,Hawera West,CHNRJ3_L,-39.591989,174.272982,240,FDD,L1800,ACTIVE,NO,NO
VEND-2,CLUST-1,SITE_507,Oranga South,AORSF2_M,-36.915327,174.7917,285,FDD,L2100,ACTIVE,NO,NO
SAMSUNG,WN Upper Hutt,SITE_495,Haywards,WHAYF1_L,-41.154129,174.982439,20,FDD,L1800,ACTIVE,NO,NO
SAMSUNG,WN Upper Hutt,SITE_495,Haywards,WHAYF2_L,-41.154129,174.982439,140,FDD,L1800,ACTIVE,NO,NO
VEND-2,CLUST-1,SITE_507,Oranga South,AORSF3_M,-36.915327,174.7917,165,FDD,L2100,ACTIVE,NO,NO
SAMSUNG,WN Upper Hutt,SITE_495,Haywards,WHAYF1_J,-41.154129,174.982439,20,FDD,L700,ACTIVE,NO,NO
SAMSUNG,WN Upper Hutt,SITE_495,Haywards,WHAYF2_J,-41.154129,174.982439,140,FDD,L700,ACTIVE,NO,NO
SAMSUNG,WN Upper Hutt,SITE_495,Haywards,WHAYF3_J,-41.154129,174.982439,250,FDD,L700,ACTIVE,NO,NO
SAMSUNG,WN Upper Hutt,SITE_495,Haywards,WHAYF3_L,-41.154129,174.982439,250,FDD,L1800,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ1_M,-46.041886,168.852201,70,FDD,L2100,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_509,Hector,SHECA1_J,-41.635413,171.859611,40,FDD,L700,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_509,Hector,SHECA2_J,-41.635413,171.859611,260,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ2_M,-46.041886,168.852201,200,FDD,L2100,ACTIVE,NO,NO
NOKIA,Southland 2,SITE_496,Heidelberg,SHDBJ1_L,-46.424363,168.382936,30,FDD,L1800,ACTIVE,NO,NO
NOKIA,Southland 2,SITE_496,Heidelberg,SHDBJ2_L,-46.424363,168.382936,150,FDD,L1800,ACTIVE,NO,NO
NOKIA,Southland 2,SITE_496,Heidelberg,SHDBJ1_J,-46.424363,168.382936,30,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 2,SITE_496,Heidelberg,SHDBJ2_J,-46.424363,168.382936,150,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 2,SITE_496,Heidelberg,SHDBJ3_J,-46.424363,168.382936,270,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 2,SITE_496,Heidelberg,SHDBJ3_L,-46.424363,168.382936,270,FDD,L1800,ACTIVE,NO,NO
NOKIA,Manawatu 1,SITE_497,Heights Road,CHTRJ1_J,-40.57963,175.401755,20,FDD,L700,ACTIVE,NO,NO
NOKIA,Manawatu 1,SITE_497,Heights Road,CHTRJ2_J,-40.57963,175.401755,270,FDD,L700,ACTIVE,NO,NO
NOKIA,Manawatu 1,SITE_497,Heights Road,CHTRJ1_N,-40.57963,175.401755,20,FDD,L2600,ACTIVE,NO,NO
NOKIA,Manawatu 1,SITE_497,Heights Road,CHTRJ2_N,-40.57963,175.401755,270,FDD,L2600,ACTIVE,NO,NO
NOKIA,Manawatu 1,SITE_497,Heights Road,CHTRJ1_L,-40.57963,175.401755,20,FDD,L1800,ACTIVE,NO,NO
NOKIA,Manawatu 1,SITE_497,Heights Road,CHTRJ2_L,-40.57963,175.401755,270,FDD,L1800,ACTIVE,NO,NO
NOKIA,Northland,SITE_499,Helena Bay,NHBYJ1_L,-35.419359,174.363737,70,FDD,L1800,ACTIVE,NO,NO
NOKIA,Northland,SITE_499,Helena Bay,NHBYJ1_J,-35.419359,174.363737,70,FDD,L700,ACTIVE,NO,NO
NOKIA,Northland,SITE_499,Helena Bay,NHBYJ2_J,-35.419359,174.363737,190,FDD,L700,ACTIVE,NO,NO
NOKIA,Northland,SITE_499,Helena Bay,NHBYJ3_J,-35.419359,174.363737,310,FDD,L700,ACTIVE,NO,NO
VEND-2,CLUST-6& Gulf Islands,SITE_510,Highland Park,AHGXF1_M,-36.900403,174.90399,90,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-6& Gulf Islands,SITE_510,Highland Park,AHGXF2_M,-36.900403,174.90399,210,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-6& Gulf Islands,SITE_510,Highland Park,AHGXF3_M,-36.900403,174.90399,330,FDD,L2100,ACTIVE,NO,NO
NOKIA,Northland,SITE_499,Helena Bay,NHBYJ2_L,-35.419359,174.363737,190,FDD,L1800,ACTIVE,NO,NO
NOKIA,Northland,SITE_499,Helena Bay,NHBYJ3_L,-35.419359,174.363737,310,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA1_J,-36.915327,174.7917,45,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA2_J,-36.915327,174.7917,165,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA3_J,-36.915327,174.7917,285,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA1_L,-36.915327,174.7917,45,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA1_N,-36.915327,174.7917,45,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA2_N,-36.915327,174.7917,165,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA3_N,-36.915327,174.7917,285,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA2_L,-36.915327,174.7917,165,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_511,Oranga South,AORSA3_L,-36.915327,174.7917,285,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ1_M,-36.915226,174.804224,120,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ1_Q,-36.915226,174.804224,0,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ1_R,-36.915226,174.804224,0,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ2_M,-36.915226,174.804224,220,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ2_Q,-36.915226,174.804224,0,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ2_R,-36.915226,174.804224,0,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ3_M,-36.915226,174.804224,350,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ3_Q,-36.915226,174.804224,0,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ3_R,-36.915226,174.804224,0,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ1_J,-36.915226,174.804224,120,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ2_J,-36.915226,174.804224,220,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ3_J,-36.915226,174.804224,350,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ1_L,-36.915226,174.804224,120,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ1_N,-36.915226,174.804224,120,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ2_N,-36.915226,174.804224,220,FDD,L2600,ACTIVE,NO,NO
RCG,Waikato,SITE_513,Hikutaia,RWKHKU022,-37.288764,175.70891,105,FDD,2D - L700,ACTIVE,NO,NO
RCG,Waikato,SITE_513,Hikutaia,RWKHKU023,-37.288764,175.70891,280,FDD,2D - L700,ACTIVE,NO,NO
RCG,Waikato,SITE_513,Hikutaia,RWKHKU031,-37.288764,175.70891,10,FDD,OneNZ - L700,ACTIVE,NO,NO
RCG,Waikato,SITE_513,Hikutaia,RWKHKU032,-37.288764,175.70891,105,FDD,OneNZ - L700,ACTIVE,NO,NO
RCG,Waikato,SITE_513,Hikutaia,RWKHKU033,-37.288764,175.70891,280,FDD,OneNZ - L700,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ3_N,-36.915226,174.804224,350,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ2_L,-36.915226,174.804224,220,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-2,SITE_512,Mount Smart West,AMTWJ3_L,-36.915226,174.804224,350,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ1_M,-36.913761,174.753957,70,FDD,L2100,INACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ1_M,-44.730648,169.116343,10,FDD,L2100,ACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ1_Q,-44.730648,169.116343,10,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ1_R,-44.730648,169.116343,10,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ1_Q,-36.913761,174.753957,70,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ1_R,-36.913761,174.753957,70,TDD,L2300 - R,ACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ2_M,-44.730648,169.116343,100,FDD,L2100,ACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ2_Q,-44.730648,169.116343,100,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ2_R,-44.730648,169.116343,100,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ2_M,-36.913761,174.753957,190,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ2_Q,-36.913761,174.753957,190,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Otago 2,SITE_515,Hill End,SHLDJ3_M,-44.730648,169.116343,200,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ2_R,-36.913761,174.753957,190,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ3_M,-36.913761,174.753957,330,FDD,L2100,INACTIVE,NO,NO
SAMSUNG,CH West,SITE_516,Hillmorton,SHILF1_M,-43.552068,172.596417,90,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ3_Q,-36.913761,174.753957,330,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ3_R,-36.913761,174.753957,330,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ1_J,-36.913761,174.753957,70,FDD,L700,ACTIVE,NO,NO
SAMSUNG,CH West,SITE_516,Hillmorton,SHILF2_M,-43.552068,172.596417,230,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ2_J,-36.913761,174.753957,190,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ3_J,-36.913761,174.753957,330,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ1_N,-36.913761,174.753957,70,FDD,L2600,ACTIVE,NO,NO
SAMSUNG,CH West,SITE_516,Hillmorton,SHILF3_M,-43.552068,172.596417,340,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ2_N,-36.913761,174.753957,190,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ3_N,-36.913761,174.753957,330,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ1_L,-36.913761,174.753957,70,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ2_L,-36.913761,174.753957,190,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_514,Carr Road,ACRRJ3_L,-36.913761,174.753957,330,FDD,L1800,ACTIVE,NO,NO
VEND-2,CLUST-1,SITE_517,Sylvia Park,ASYPF1_M,-36.91366,174.842908,140,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-1,SITE_517,Sylvia Park,ASYPF2_M,-36.91366,174.842908,255,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-1,SITE_517,Sylvia Park,ASYPF3_M,-36.91366,174.842908,340,FDD,L2100,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ1_L,-45.233771,170.786454,85,FDD,L1800,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ2_L,-45.233771,170.786454,200,FDD,L1800,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ1_J,-45.233771,170.786454,85,FDD,L700,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ2_J,-45.233771,170.786454,200,FDD,L700,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ3_J,-45.233771,170.786454,330,FDD,L700,ACTIVE,NO,NO
NOKIA,Otago 3,SITE_503,Herbert,SHBTJ3_L,-45.233771,170.786454,330,FDD,L1800,ACTIVE,NO,NO
RCG,Northland,SITE_505,Herekino,RNLHRK011,-35.265656,173.226471,96,FDD,L700,ACTIVE,NO,NO
RCG,Northland,SITE_505,Herekino,RNLHRK012,-35.265656,173.226471,240,FDD,L700,ACTIVE,NO,NO
RCG,Northland,SITE_505,Herekino,RNLHRK013,-35.265656,173.226471,340,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_518,Sylvia Park,ASYPA1_J,-36.91366,174.842908,140,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_518,Sylvia Park,ASYPA2_J,-36.91366,174.842908,255,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_518,Sylvia Park,ASYPA3_J,-36.91366,174.842908,340,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_518,Sylvia Park,ASYPA1_L,-36.91366,174.842908,140,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_518,Sylvia Park,ASYPA2_L,-36.91366,174.842908,255,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_518,Sylvia Park,ASYPA3_L,-36.91366,174.842908,340,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ1_J,-36.913027,174.849357,90,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ2_J,-36.913027,174.849357,170,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ3_J,-36.913027,174.849357,300,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ1_N,-36.913027,174.849357,90,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ2_N,-36.913027,174.849357,170,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ3_N,-36.913027,174.849357,300,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ1_L,-36.913027,174.849357,80,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ2_L,-36.913027,174.849357,170,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_519,Donnor Place,ADONJ3_L,-36.913027,174.849357,300,FDD,L1800,ACTIVE,NO,NO
CLUST-1,East Coast 2,SITE_520,Hicks Bay,CHKBA1_J,-37.599267,178.307931,140,FDD,L700,ACTIVE,NO,NO
CLUST-1,East Coast 2,SITE_520,Hicks Bay,CHKBA2_J,-37.599267,178.307931,330,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ2_N,-46.041886,168.852201,200,FDD,L2600,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ1_L,-46.041886,168.852201,70,FDD,L1800,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ2_L,-46.041886,168.852201,200,FDD,L1800,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ1_J,-46.041886,168.852201,70,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ2_J,-46.041886,168.852201,200,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_521,Royal Oak,ARYOJ1_Q,-36.912643,174.771539,90,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ3_J,-46.041886,168.852201,330,FDD,L700,ACTIVE,NO,NO
NOKIA,Southland 1,SITE_508,High Peak,SHIPJ3_L,-46.041886,168.852201,330,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_521,Royal Oak,ARYOJ1_R,-36.912643,174.771539,90,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_522,Highbrook South,AHISA1_J,-36.942748,174.876177,20,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_522,Highbrook South,AHISA2_J,-36.942748,174.876177,190,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_521,Royal Oak,ARYOJ2_Q,-36.912643,174.771539,230,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_522,Highbrook South,AHISA3_J,-36.942748,174.876177,280,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_522,Highbrook South,AHISA1_L,-36.942748,174.876177,20,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_522,Highbrook South,AHISA2_L,-36.942748,174.876177,190,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_522,Highbrook South,AHISA3_L,-36.942748,174.876177,280,FDD,L1800,ACTIVE,NO,NO
NOKIA,Northland,SITE_523,Hokianga,NHOKJ2_M,-35.422126,173.382596,180,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_521,Royal Oak,ARYOJ2_R,-36.912643,174.771539,230,TDD,L2300 - R,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_521,Royal Oak,ARYOJ3_Q,-36.912643,174.771539,320,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_521,Royal Oak,ARYOJ3_R,-36.912643,174.771539,320,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA1_J,-36.900403,174.90399,90,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA2_J,-36.900403,174.90399,210,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_525,Hokitika Airport,SHKAJ1_M,-42.710279,170.980242,1,FDD,L2100,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA3_J,-36.900403,174.90399,330,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA1_L,-36.900403,174.90399,90,FDD,L1800,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_525,Hokitika Airport,SHKAJ2_M,-42.710279,170.980242,110,FDD,L2100,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA1_N,-36.900403,174.90399,90,FDD,L2600,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_525,Hokitika Airport,SHKAJ2_Q,-42.710279,170.980242,110,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_525,Hokitika Airport,SHKAJ2_R,-42.710279,170.980242,110,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA2_N,-36.900403,174.90399,210,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_524,Highland Park,AHGXA3_N,-36.900403,174.90399,330,FDD,L2600,ACTIVE,NO,NO
